ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,SEP_REPAY_STATUS,AUG_REPAY_STATUS,JUL_REPAY_STATUS,JUN_REPAY_STATUS,MAY_REPAY_STATUS,APR_REPAY_STATUS,SEP_BILL_AMT,AUG_BILL_AMT,JUL_BILL_AMT,JUN_BILL_AMT,MAY_BILL_AMT,APR_BILL_AMT,SEP_PAY_AMT,AUG_PAY_AMT,JUL_PAY_AMT,JUN_PAY_AMT,MAY_PAY_AMT,APR_PAY_AMT,default.payment.next.month,AGE_GROUP,EDUCATION_LEVEL,MARRIAGE_DESC,LIMIT_BIN,PAY_RATIO_SEP,PAY_RATIO_AUG,PAY_RATIO_JUL,PAY_RATIO_JUN,PAY_RATIO_MAY,UTIL_SEP,UTIL_AUG,UTIL_JUL,UTIL_JUN,UTIL_MAY,UTIL_APR,UTIL_AVG,UTIL_MAX,UTIL_MIN,UTIL_STD,MONTHS_NO_PAYMENT,BILL_GROWTH_RATIO,UTIL_TREND,PAY_TREND
21,130000.0,2,3,2,39,0,0,0,0,0,-1,38358.0,27688.0,24489.0,20616.0,11802.0,930.0,3000.0,1537.0,1000.0,2000.0,930.0,33764.0,0,Adults,High School,Single,Q3,0.1083501878069922,0.06276287312670994,0.04850601474582848,0.1694628029147602,1.0,0.2950615384615385,0.21298461538461538,0.18837692307692308,0.15858461538461538,0.09078461538461538,0.007153846153846154,0.15882435897435898,0.2950615384615385,0.007153846153846154,0.10000066513585504,0,41.24516129032258,0.2879076923076923,-0.8916498121930078
22,120000.0,2,2,1,39,-1,-1,-1,-1,-1,-1,316.0,316.0,316.0,0.0,632.0,316.0,316.0,316.0,0.0,632.0,316.0,0.0,1,Adults,University,Married,Q3,1.0,1.0,,1.0,1.0,0.0026333333333333334,0.0026333333333333334,0.0026333333333333334,0.0,0.005266666666666667,0.0026333333333333334,0.0026333333333333334,0.005266666666666667,0.0,0.0016654662343553465,1,1.0,0.0,0.0
23,70000.0,2,2,2,26,2,0,0,2,2,2,41087.0,42445.0,45020.0,44006.0,46905.0,46012.0,2007.0,3582.0,0.0,3601.0,0.0,1820.0,1,Adults,University,Single,Q2,0.0472847214041701,0.07956463793869391,0.0,0.07677219912589277,0.0,0.5869571428571428,0.6063571428571428,0.6431428571428571,0.6286571428571428,0.6700714285714285,0.6573142857142857,0.6320833333333334,0.6700714285714285,0.5869571428571428,0.03134312725064844,0,0.8929627053812049,-0.0703571428571429,0.0472847214041701
24,450000.0,2,1,1,40,-2,-2,-2,-2,-2,-2,5512.0,19420.0,1473.0,560.0,0.0,0.0,19428.0,1473.0,560.0,0.0,0.0,1128.0,1,Adults,Graduate School,Married,Q5,1.0004119464469619,1.0,1.0,,,0.012248888888888889,0.04315555555555556,0.0032733333333333334,0.0012444444444444445,0.0,0.0,0.009987037037037039,0.04315555555555556,0.0,0.01688937627464384,2,,0.012248888888888889,
25,90000.0,1,1,2,23,0,0,0,-1,0,0,4744.0,7070.0,0.0,5398.0,6360.0,8292.0,5757.0,0.0,5398.0,1200.0,2045.0,2000.0,0,Youth,Graduate School,Single,Q2,0.8142857142857143,,1.0,0.18867924528301888,0.24662325132657983,0.05271111111111111,0.07855555555555556,0.0,0.059977777777777776,0.07066666666666667,0.09213333333333333,0.059007407407407404,0.09213333333333333,0.0,0.03205574670974522,1,0.5721177038109021,-0.03942222222222222,0.5676624629591345
26,50000.0,1,3,2,23,0,0,0,0,0,0,47620.0,41810.0,36023.0,28967.0,29829.0,30046.0,1973.0,1426.0,1001.0,1432.0,1062.0,997.0,0,Youth,High School,Single,Q1,0.047189667543649845,0.03958582017044666,0.034556564366347915,0.0480069730798887,0.035345803101910406,0.9524,0.8362,0.72046,0.57934,0.59658,0.60092,0.7143166666666666,0.9524,0.57934,0.15265411120132558,0,1.5849031485056246,0.35148,0.01184386444173944
27,60000.0,1,1,2,27,1,-2,-1,-1,-1,-1,-109.0,-425.0,259.0,-57.0,127.0,-189.0,0.0,1000.0,0.0,500.0,0.0,1000.0,1,Adults,Graduate School,Single,Q2,,2.0,,2.0,,-0.0018166666666666667,-0.007083333333333333,0.004316666666666667,-0.00095,0.002116666666666667,-0.00315,-0.0010944444444444445,0.004316666666666667,-0.007083333333333333,0.004005644166071818,0,,0.0013333333333333333,
28,50000.0,2,3,2,30,0,0,0,0,0,0,22541.0,16138.0,17163.0,17878.0,18931.0,19617.0,1300.0,1300.0,1000.0,1500.0,1000.0,1012.0,0,Adults,High School,Single,Q1,0.0805552113025158,0.07574433374118744,0.05593466830741694,0.0792351170038561,0.0509761941173472,0.45082,0.32276,0.34326,0.35756,0.37862,0.39234,0.37422666666666665,0.45082,0.32276,0.044943215134952974,0,1.1490543915991231,0.058479999999999976,0.02957901718516861
29,50000.0,2,3,1,47,-1,-1,-1,-1,-1,-1,650.0,3415.0,3416.0,2040.0,30430.0,257.0,3415.0,3421.0,2044.0,30430.0,257.0,0.0,0,Adults,High School,Married,Q1,1.0,1.001463700234192,1.0019607843137255,1.0,1.0,0.013,0.0683,0.06832,0.0408,0.6086,0.00514,0.13402666666666668,0.6086,0.00514,0.2340118149723784,0,2.529182879377432,0.007859999999999999,0.0
30,50000.0,1,1,2,26,0,0,0,0,0,0,15329.0,16575.0,17496.0,17907.0,18375.0,11400.0,1500.0,1500.0,1000.0,1000.0,1600.0,0.0,0,Adults,Graduate School,Single,Q1,0.09049773755656108,0.08573388203017833,0.05584408331937231,0.05442176870748299,0.14035087719298245,0.30658,0.3315,0.34992,0.35814,0.3675,0.228,0.32360666666666665,0.3675,0.228,0.051583745760332936,0,1.3446491228070176,0.07858000000000001,-0.049853139636421365
31,230000.0,2,1,2,27,-1,-1,-1,-1,-1,-1,16646.0,17265.0,13266.0,15339.0,14307.0,36923.0,17270.0,13281.0,15339.0,14307.0,37292.0,0.0,0,Adults,Graduate School,Single,Q4,1.0002896032435564,1.001130710085934,1.0,1.0,1.009993770820356,0.07237391304347826,0.07506521739130435,0.05767826086956522,0.06669130434782608,0.062204347826086956,0.16053478260869566,0.08242463768115943,0.16053478260869566,0.05767826086956522,0.038794726286567015,0,0.45083010589605393,-0.0881608695652174,-0.009704167576799483
32,50000.0,1,2,2,33,2,0,0,0,0,0,30518.0,29618.0,22102.0,22734.0,23217.0,23680.0,1718.0,1500.0,1000.0,1000.0,1000.0,716.0,1,Adults,University,Single,Q1,0.05800526706732392,0.0678671613428649,0.04398697985396323,0.04307188697936857,0.04222972972972973,0.61036,0.59236,0.44204,0.45468,0.46434,0.4736,0.50623,0.61036,0.44204,0.07464406393009428,0,1.288766891891892,0.13676,0.015775537337594195
33,100000.0,1,1,2,32,0,0,0,0,0,0,93036.0,84071.0,82880.0,80958.0,78703.0,75589.0,3023.0,3511.0,3302.0,3204.0,3200.0,2504.0,0,Adults,Graduate School,Single,Q2,0.03595770241819415,0.04236245173745174,0.04078658069616344,0.04071001105421648,0.04233420206643824,0.93036,0.84071,0.8288,0.80958,0.78703,0.75589,0.825395,0.93036,0.75589,0.0596937634095891,0,1.2308140073291087,0.17447000000000001,-0.006376499648244091
34,500000.0,2,2,1,54,-2,-2,-2,-2,-2,-2,10929.0,4152.0,22722.0,7521.0,71439.0,8981.0,4152.0,22827.0,7521.0,71439.0,981.0,51582.0,0,Adults,University,Married,Q5,1.0,1.0046210720887245,1.0,1.0,0.10923059792896114,0.021858,0.008304,0.045444,0.015042,0.142878,0.017962,0.04191466666666666,0.142878,0.008304,0.05105657277439083,0,1.2169023494042979,0.003896,0.8907694020710388
35,500000.0,1,1,1,58,-2,-2,-2,-2,-2,-2,13709.0,5006.0,31130.0,3180.0,0.0,5293.0,5006.0,31178.0,3180.0,0.0,5293.0,768.0,0,Adults,Graduate School,Married,Q5,1.0,1.00154192097655,1.0,,1.0,0.027418,0.010012,0.06226,0.00636,0.0,0.010586,0.019439333333333333,0.06226,0.0,0.022862551831907718,1,2.5900245607406007,0.016832,0.0
36,160000.0,1,1,2,30,-1,-1,-2,-2,-2,-1,30265.0,-131.0,-527.0,-923.0,-1488.0,-1884.0,131.0,396.0,396.0,565.0,792.0,0.0,0,Adults,Graduate School,Single,Q3,,,,,,0.18915625,-0.00081875,-0.00329375,-0.00576875,-0.0093,-0.011775,0.026366666666666663,0.18915625,-0.011775,0.07984837943200014,0,,0.20093125,
37,280000.0,1,2,1,40,0,0,0,0,0,0,186503.0,181328.0,180422.0,170410.0,173901.0,177413.0,8026.0,8060.0,6300.0,6400.0,6400.0,6737.0,0,Adults,University,Married,Q5,0.04426233124503662,0.04467304430723526,0.036969661404847136,0.036802548576488923,0.03607401937851228,0.6660821428571428,0.6476,0.6443642857142857,0.6086071428571429,0.621075,0.6336178571428571,0.6368910714285715,0.6660821428571428,0.6086071428571429,0.020413188857616872,0,1.0512363806485432,0.03246428571428572,0.008188311866524335
38,60000.0,2,2,2,22,0,0,0,0,0,-1,15054.0,9806.0,11068.0,6026.0,-28335.0,18660.0,1500.0,1518.0,2043.0,0.0,47671.0,617.0,0,Youth,University,Single,Q2,0.1529675708749745,0.13715215034333214,0.33903086624626616,,2.0,0.2509,0.16343333333333335,0.18446666666666667,0.10043333333333333,-0.47225,0.311,0.08966388888888889,0.311,-0.47225,0.2847031628471753,0,0.8067524115755627,-0.06009999999999999,-1.8470324291250255
39,50000.0,1,1,2,25,1,-1,-1,-2,-2,-2,0.0,780.0,0.0,0.0,0.0,0.0,780.0,0.0,0.0,0.0,0.0,0.0,1,Adults,Graduate School,Single,Q1,1.0,,,,,0.0,0.0156,0.0,0.0,0.0,0.0,0.0026,0.0156,0.0,0.006368673331236262,5,,0.0,
40,280000.0,1,1,2,31,-1,-1,2,-1,0,-1,498.0,9075.0,4641.0,9976.0,17976.0,9477.0,9075.0,0.0,9976.0,8000.0,9525.0,781.0,0,Adults,Graduate School,Single,Q5,1.0,0.0,1.0,0.44503782821539833,1.0050648939537827,0.0017785714285714286,0.032410714285714286,0.016575,0.035628571428571426,0.0642,0.03384642857142857,0.03073988095238095,0.0642,0.0017785714285714286,0.02095386592072712,0,0.05254827477049699,-0.03206785714285714,-0.005064893953782734
41,360000.0,1,1,2,33,0,0,0,0,0,0,218668.0,221296.0,206895.0,628699.0,195969.0,179224.0,10000.0,7000.0,6000.0,188840.0,28000.0,4000.0,0,Adults,Graduate School,Single,Q5,0.045188345022051914,0.033833587085236476,0.009543517645168833,0.9636217973250871,0.1562290764629737,0.6074111111111111,0.6147111111111111,0.5747083333333334,1.7463861111111112,0.5443583333333334,0.4978444444444444,0.7642365740740741,1.7463861111111112,0.4978444444444444,0.48307390004595263,0,1.2200821318573405,0.1095666666666667,-0.1110407314409218
42,70000.0,2,1,2,25,0,0,0,0,0,0,67521.0,66999.0,63949.0,63699.0,64718.0,65970.0,3000.0,4500.0,4042.0,2500.0,2800.0,2500.0,0,Adults,Graduate School,Single,Q2,0.04477678771324945,0.0703685749581698,0.06345468531688095,0.03862912945393863,0.042443534940124296,0.9645857142857143,0.9571285714285714,0.9135571428571428,0.9099857142857143,0.9245428571428571,0.9424285714285714,0.9353714285714286,0.9645857142857143,0.9099857142857143,0.02286572338944143,0,1.0235106866757617,0.022157142857142875,0.002333252773125155
43,10000.0,1,2,2,22,0,0,0,0,0,0,1877.0,3184.0,6003.0,3576.0,3670.0,4451.0,1500.0,2927.0,1000.0,300.0,1000.0,500.0,0,Youth,University,Single,Q1,0.47110552763819097,0.4875895385640513,0.2796420581655481,0.08174386920980926,0.2246686137946529,0.1877,0.3184,0.6003,0.3576,0.367,0.4451,0.3793499999999999,0.6003,0.1877,0.13726774930769425,0,0.42170298809256346,-0.25739999999999996,0.24643691384353808
44,140000.0,2,2,1,37,0,0,0,0,0,0,59504.0,61544.0,62925.0,64280.0,67079.0,69802.0,3000.0,3000.0,3000.0,4000.0,4000.0,3000.0,0,Adults,University,Married,Q3,0.04874561289483947,0.04767580452920143,0.04667081518357187,0.05963118114462052,0.05730494828228418,0.4250285714285714,0.4396,0.4494642857142857,0.45914285714285713,0.4791357142857143,0.4985857142857143,0.4584928571428572,0.4985857142857143,0.4250285714285714,0.026804107208883238,0,0.8524684106472594,-0.07355714285714288,-0.00855933538744471
45,40000.0,2,1,2,30,0,0,0,2,0,0,18927.0,21295.0,25921.0,25209.0,26636.0,29197.0,3000.0,5000.0,0.0,2000.0,3000.0,0.0,0,Adults,Graduate School,Single,Q1,0.1408781404085466,0.19289379267775164,0.0,0.07508634930169696,0.10275028256327705,0.473175,0.532375,0.648025,0.630225,0.6659,0.729925,0.6132708333333334,0.729925,0.473175,0.09385552516589883,0,0.6482515326917149,-0.25675000000000003,0.03812785784526955
46,210000.0,1,1,2,29,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Adults,Graduate School,Single,Q4,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,,0.0,
47,20000.0,2,1,2,22,0,0,2,-1,0,0,14028.0,16484.0,15800.0,16341.0,16675.0,0.0,3000.0,0.0,16741.0,334.0,0.0,0.0,1,Youth,Graduate School,Single,Q1,0.18199466148992963,0.0,1.0244783061012177,0.02002998500749625,,0.7014,0.8242,0.79,0.81705,0.83375,0.0,0.6610666666666667,0.83375,0.0,0.32742099454168583,1,,0.7014,
48,150000.0,2,4,2,46,0,0,-1,0,0,-2,4463.0,3034.0,1170.0,1170.0,0.0,0.0,1013.0,1170.0,0.0,0.0,0.0,0.0,1,Adults,Others,Single,Q3,0.3338826631509558,1.0,0.0,,,0.029753333333333333,0.020226666666666667,0.0078,0.0078,0.0,0.0,0.01093,0.029753333333333333,0.0,0.011825984008858533,2,,0.029753333333333333,
49,380000.0,1,2,2,32,-1,-1,-1,-1,-1,-1,22401.0,21540.0,15134.0,32018.0,11849.0,11873.0,21540.0,15138.0,24677.0,11851.0,11875.0,8251.0,0,Adults,University,Single,Q5,1.0,1.000264305537201,0.7707227184708602,1.0001687906152419,1.0001684494230607,0.05895,0.05668421052631579,0.03982631578947368,0.0842578947368421,0.03118157894736842,0.031244736842105263,0.050357456140350886,0.0842578947368421,0.03118157894736842,0.02052810069275061,0,1.8867177629916618,0.02770526315789474,-0.00016844942306071253
50,20000.0,1,1,2,24,0,0,0,0,0,0,17447.0,18479.0,19476.0,19865.0,20480.0,20063.0,1318.0,1315.0,704.0,928.0,912.0,1069.0,0,Youth,Graduate School,Single,Q1,0.0713242058552952,0.0675189977408092,0.035439214699219734,0.0453125,0.045456811045207594,0.87235,0.92395,0.9738,0.99325,1.024,1.00315,0.9650833333333333,1.024,0.87235,0.05671156554589784,0,0.8696107262124309,-0.13080000000000003,0.025867394810087603
51,70000.0,1,3,2,42,1,2,2,2,2,0,37042.0,36171.0,38355.0,39423.0,38659.0,39362.0,0.0,3100.0,2000.0,0.0,1500.0,1500.0,1,Adults,High School,Single,Q2,0.0,0.08082388215356538,0.05073180630596352,0.0,0.038107819724607486,0.5291714285714286,0.5167285714285714,0.5479285714285714,0.5631857142857143,0.5522714285714285,0.5623142857142858,0.5452666666666667,0.5631857142857143,0.5167285714285714,0.01866196976865675,0,0.9410599054926071,-0.03314285714285714,-0.038107819724607486
52,100000.0,2,3,3,43,0,0,0,0,0,0,61559.0,51163.0,43824.0,39619.0,35762.0,33258.0,2000.0,1606.0,1500.0,2000.0,1500.0,1000.0,0,Adults,High School,Others,Q2,0.03909074917420793,0.036646586345381524,0.03786062242863273,0.055925283820815394,0.04510193036261952,0.61559,0.51163,0.43824,0.39619,0.35762,0.33258,0.441975,0.61559,0.33258,0.10600682595946358,0,1.85095315412833,0.28301,-0.006011181188411596
53,310000.0,2,2,1,49,-2,-2,-2,-2,-2,-2,13465.0,7867.0,7600.0,11185.0,3544.0,464.0,7875.0,7600.0,11185.0,3544.0,464.0,0.0,0,Adults,University,Married,Q5,1.0010169060633023,1.0,1.0,1.0,1.0,0.04343548387096774,0.02537741935483871,0.024516129032258065,0.03608064516129032,0.01143225806451613,0.0014967741935483871,0.023723118279569893,0.04343548387096774,0.0014967741935483871,0.015425479066784913,0,29.01939655172414,0.041938709677419354,0.001016906063302292
54,180000.0,2,1,2,25,1,2,0,0,0,0,41402.0,41742.0,42758.0,43510.0,44420.0,45319.0,1300.0,2010.0,1762.0,1762.0,1790.0,1622.0,0,Adults,Graduate School,Single,Q3,0.031143692204494273,0.047008746901164696,0.0404964376005516,0.03966681674921207,0.03949778238707827,0.2300111111111111,0.2319,0.23754444444444445,0.24172222222222223,0.2467777777777778,0.25177222222222223,0.23995462962962963,0.25177222222222223,0.2300111111111111,0.008472246933783031,0,0.9135682605529689,-0.02176111111111112,-0.008354090182583995
55,150000.0,2,1,2,29,2,0,0,0,0,0,46224.0,34993.0,31434.0,26518.0,21042.0,16540.0,1600.0,1718.0,1049.0,1500.0,2000.0,5000.0,0,Adults,Graduate School,Single,Q3,0.045723430400365785,0.05465419609340205,0.039558036050984235,0.071285999429712,0.12091898428053205,0.30816,0.23328666666666667,0.20956,0.17678666666666668,0.14028,0.11026666666666667,0.19638999999999998,0.30816,0.11026666666666667,0.07067842263850167,0,2.7946795646916565,0.1978933333333333,-0.07519555388016627
56,500000.0,2,1,1,45,-2,-2,-2,-2,-2,-2,1905.0,3640.0,162.0,0.0,151.0,2530.0,3640.0,162.0,0.0,151.0,2530.0,0.0,0,Adults,Graduate School,Married,Q5,1.0,1.0,,1.0,1.0,0.00381,0.00728,0.000324,0.0,0.000302,0.00506,0.002796,0.00728,0.0,0.003046591012919194,1,0.7529644268774703,-0.0012500000000000002,0.0
